"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"APPF","AppFolio, Inc.","31.35","1061343026.7","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/appf",
"APPN","Appian Corporation","19.4201","1139724420.7076","n/a","2017","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/appn",
"AAPL","Apple Inc.","155.37","810074320800","n/a","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","0.665","4425575","n/a","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","1.175","30962992.525","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdn",
"APDNW","Applied DNA Sciences Inc","0.2795","0","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdnw",
"AGTC","Applied Genetic Technologies Corporation","4.875","88157369.625","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","47.25","50776348203","n/a","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","71.47","1357832229.04","n/a","2013","Technology","Semiconductors","http://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","2.59","223476145.34","n/a","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"APTI","Apptio, Inc.","16.45","635856638.55","n/a","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/apti",
"APRI","Apricus Biosciences, Inc.","0.9","11494603.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri",
"APVO","Aptevo Therapeutics Inc.","2.01","42611585.94","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apvo",
"APTO","Aptose Biosciences, Inc.","1.13","21406038.61","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/apto",
"AQMS","Aqua Metals, Inc.","12.95","260834186.2","n/a","2015","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","8.4748","75384142.6312","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aqb",
"AQXP","Aquinox Pharmaceuticals, Inc.","13.02","304969413","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aqxp",
"ARDM","Aradigm Corporation","1.4","20991569.2","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ardm",
"ARLZ","Aralez Pharmaceuticals Inc.","1.1999","78813806.8354","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arlz",
"PETX","Aratana Therapeutics, Inc.","5.905","253662242.38","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/petx",
"ABUS","Arbutus Biopharma Corporation","3.5","192585949.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abus",
"ARCW","ARC Group Worldwide, Inc.","3.8","69052178.8","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","2.3","21257246.3","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","0.72","30718671.12","n/a","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","19.9","514132937.4","n/a","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","95.09","11702698343.54","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACGLP","Arch Capital Group Ltd.","24.1599","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglp",
"APLP","Archrock Partners, L.P.","15.56","1020348369.28","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aplp",
"ARDX","Ardelyx, Inc.","4.3","203763050.8","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","1.37","434886733.64","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.735","7134116526.275","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","20.5138","138360452.55","6744750","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/argx",
"AGII","Argo Group International Holdings, Ltd.","60.65","1831023863.9","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.35","0","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","0.4041","16710242.175","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/args",
"ARIS","ARI Network Services, Inc.","5.55","97281837.45","n/a","1991","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/aris",
"ARKR","Ark Restaurants Corp.","25.21","86357560.88","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","3.55","93817930.3","n/a","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","1.0901","77556905.3897","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","7.69","1313453714.87","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS International plc","28.64","5378072928.64","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"DWAT","Arrow DWA Tactical ETF","10.9053","8724240","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","31.95","431478072.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","1.66","124121690.98","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","38.16","349004758.32","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","3","12470256","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ASBB","ASB Bancorp, Inc.","40.9","154930222.5","n/a","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ASNA","Ascena Retail Group, Inc.","1.86","362585098.5","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","23.89","670740298.55","28076195","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","13.2","163067942.4","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.95","40768023.55","n/a","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASML","ASML Holding N.V.","133.99","9121213419.63","68073837","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"AZPN","Aspen Technology, Inc.","61.695","4596028869.15","n/a","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","24.15","418908387.45","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asmb",
"ASFI","Asta Funding, Inc.","6.65","43638729.75","n/a","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","56.6","1305223394.4","n/a","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","30.54","885592170.66","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","13.85","104221887.1","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","1","20564551","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","16.39","202274808.45","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ASV","ASV Holdings, Inc.","8.15","79870000","n/a","2017","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","3.91","49831706.62","12744682","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","13.5","392973160.5","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","139.18","5544114491.76","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"ATHX","Athersys, Inc.","1.465","163078840.975","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"AAPC","Atlantic Alliance Partnership Corp.","10.3058","37999885.8514","n/a","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/aapc",
"AAME","Atlantic American Corporation","3.8152","77885747.5832","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","18.35","469370943.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acbi",
"ACFC","Atlantic Coast Financial Corporation","7.48","116341743.32","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ABY","Atlantica Yield plc","20.94","2098549424.4","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aby",
"ATLC","Atlanticus Holdings Corporation","2.45","37836290.8","n/a","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","52.25","1319986472.75","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","14.45","173843658.35","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","26","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","36.855","8309896640.955","n/a","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","68.06","1101979673.82","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","4.2","50839168.8","n/a","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","0.5201","3855455.5312","n/a","2012","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","21.31","723397080.77","n/a","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","569.05","1045233885.25","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATTU","Attunity Ltd.","7.22","122006303.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","3.55","84512467.95","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","34.27","124864218.61","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","14.87","412294750.18","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","6.67","216183344.32","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AUPH","Aurinia Pharmaceuticals Inc","6.2","509024575.6","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auph",
"EARS","Auris Medical Holding AG","0.615","27262767.96","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ears",
"ABTL","Autobytel Inc.","13.45","148912804.8","n/a","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","111.17","24500944844.32","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","100.94","45161600123.36","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AVDL","Avadel Pharmaceuticals plc","11.12","449577774.72","40429656","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avdl",
"AVEO","AVEO Pharmaceuticals, Inc.","0.749","82661846.554","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVXS","AveXis, Inc.","77.13","2143794258.54","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avxs",
"AVNW","Aviat Networks, Inc.","16.63","88395650.79","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","4.995","204163057.575","n/a","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/avid",
"AVGR","Avinger, Inc.","0.37","8847942.83","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/avgr",
"AVIR","Aviragen Therapeutics, Inc.","0.4707","18192195.8559","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avir",
"CAR","Avis Budget Group, Inc.","21.78","1834631787.78","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AHPA","Avista Healthcare Public Acquisition Corp.","9.85","381687500","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpa",
"AHPAU","Avista Healthcare Public Acquisition Corp.","10.32","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpau",
"AHPAW","Avista Healthcare Public Acquisition Corp.","0.45","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpaw",
"AWRE","Aware, Inc.","4.7","102636743.5","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/awre",
"AXAR","Axar Acquisition Corp.","9.85","83785193.35","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axar",
"AXARU","Axar Acquisition Corp.","10.1","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axaru",
"AXARW","Axar Acquisition Corp.","0.095","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axarw",
"ACLS","Axcelis Technologies, Inc.","24.775","745624138.7","n/a","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXGN","AxoGen, Inc.","15.25","504705765","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/axgn",
"AAXN","Axon Enterprise, Inc.","24.26","1279109907.08","n/a","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/aaxn",
"AXSM","Axsome Therapeutics, Inc.","4.1","96781324.1","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axsm",
"AXTI","AXT Inc","6.5","250775479.5","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"AZRX","AzurRx BioPharma, Inc.","3.62","34864538.56","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/azrx",
"BCOM","B Communications Ltd.","19.7797","591196343.3865","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"RILY","B. Riley Financial, Inc.","15.2","295875478.4","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rily",
"RILYL","B. Riley Financial, Inc.","25.73","0","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyl",
"RILYZ","B. Riley Financial, Inc.","25.37","0","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyz",
"BOSC","B.O.S. Better Online Solutions","1.88","5750848.56","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","187.48","51592996160","275192000","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","80.84","2576122136.16","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BWINA","Baldwin & Lyons, Inc.","24.5602","370961927.238","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
